# HotWire artifact -- Attack A2 (forced PreCharge / V2L) sustained-discharge evidence
# Vehicle: LUXGEN N7 (production unit, lab bench).
# Source: decoded from the recorded DIN 70121 trace of the full sustained-discharge session.
# Duration: ~100 minutes of continuous CurrentDemand activity (supports the >=60 min / ~1.25 kWh claim in Sec. 6).
# PRIVACY: the vehicle EVCCID/MAC and ALL link-layer & IPv6 addresses are EXCLUDED. This file contains
#          only protocol-reported electrical fields and relative timestamps -- no identifiers of any kind.
# NOTE: all values are PROTOCOL-REPORTED (read from V2G messages), NOT externally metered.
#       EVSEPresentCurrent is a fixed protocol value emitted by the rogue EVSE, not a measured current.
# Columns: t_rel_s, EVSEPresentVoltage_V (forged), EVSEPresentCurrent_A (reported), EVTargetVoltage_V (vehicle)
t_rel_s,EVSEPresentVoltage_V,EVSEPresentCurrent_A,EVTargetVoltage_V
2866.716,0,200,
2866.761,,,413.6
2866.825,0,200,
2866.953,,,413.6
2867.004,0,200,
2867.123,,,413.6
2867.177,0,200,
2867.221,,,413.6
2867.261,0,200,
2867.359,,,413.6
2867.421,0,200,
2867.520,,,413.6
2867.585,0,200,
2867.621,,,413.6
2867.685,0,200,
2867.821,,,413.6
2867.880,0,200,
2867.924,,,413.6
2867.985,0,200,
2868.121,,,413.6
2868.184,0,200,
2868.322,,,413.6
2868.384,0,200,
2868.555,,,413.6
2868.613,0,200,
2868.722,,,413.6
2868.821,0,200,
2868.921,,,413.6
2868.964,0,200,
2869.020,,,413.6
2869.062,0,200,
2869.121,,,413.6
2869.177,0,200,
2869.220,,,413.6
2869.307,0,200,
2869.421,,,413.6
2869.498,0,200,
2869.621,,,413.6
2869.694,0,200,
2869.821,,,413.6
2869.887,0,200,
2870.056,,,413.6
2870.115,0,200,
2870.158,,,413.6
2870.218,0,200,
2870.321,,,413.6
2870.389,0,200,
2870.523,,,413.6
2870.584,0,200,
2870.724,,,413.6
2870.789,0,200,
2870.922,,,413.6
2870.981,0,200,
2871.021,,,413.6
2871.084,0,200,
2871.221,,,413.6
2871.291,0,200,
2871.421,,,413.6
2872.386,0,200,
2902.829,,,333.1
2902.933,191,,
2903.031,,,333.1
2903.098,216,,
2903.163,,,333.1
2903.237,241,,
2903.366,,,333.1
2903.445,266,,
2903.529,,,333.1
2903.590,291,,
2903.729,,,333.1
2903.790,316,,
2903.929,,,333.1
2903.999,321,,
2904.128,,,333.1
2904.221,326,,
2904.328,,,333.1
2904.423,331,,
2904.530,,,333.1
2904.594,336,,
2904.729,,,333.1
2904.777,336,,
2904.828,,,333.1
2904.883,336,,
2904.928,,,333.1
2904.965,336,,
2905.029,,,333.1
2905.063,336,,
2905.128,,,333.1
2905.179,336,,
2905.228,,,333.1
2905.266,336,,
2905.362,,,333.1
2905.423,336,,
2905.470,,,333.1
2905.545,336,,
2905.631,,,333.1
2905.691,336,,
2905.765,,,333.1
2905.803,336,,
2905.862,,,333.1
2905.917,336,,
2906.028,,,333.1
2906.129,336,,
2906.529,,,413.6
2906.637,0,200,
2906.731,,,413.6
2906.786,0,200,
2906.864,,,413.6
2906.935,0,200,
2907.028,,,413.6
2907.096,0,200,
2907.228,,,413.6
2907.310,0,200,
2907.429,,,413.6
2907.503,0,200,
2907.629,,,413.6
2907.707,0,200,
2907.829,,,413.6
2907.914,0,200,
2908.067,,,413.6
2908.117,0,200,
2908.164,,,413.6
2908.231,0,200,
2908.330,,,413.6
2908.383,0,200,
2908.449,,,413.6
2908.517,0,200,
2908.629,,,413.6
2908.704,0,200,
2908.828,,,413.6
2908.882,0,200,
2908.929,,,413.6
2908.986,0,200,
2909.028,,,413.6
2909.085,0,200,
2909.127,,,413.6
2909.180,0,200,
2909.230,,,413.6
2909.293,0,200,
2909.428,,,413.6
2909.494,0,200,
2909.629,,,413.6
2909.702,0,200,
2909.829,,,413.6
2909.893,0,200,
2910.030,,,413.6
2910.096,0,200,
2910.229,,,413.6
2910.293,0,200,
2910.429,,,413.6
2910.504,0,200,
2910.628,,,413.6
2910.683,0,200,
2910.729,,,413.6
2910.792,0,200,
2910.929,,,413.6
2910.997,0,200,
2911.128,,,413.6
2911.187,0,200,
2911.229,,,413.6
2911.295,0,200,
2911.430,,,413.6
2911.691,0,200,
2911.828,,,413.6
2911.930,0,200,
2912.029,,,413.6
2912.116,0,200,
2912.228,,,413.6
2912.303,0,200,
2912.431,,,413.6
2912.520,0,200,
2912.628,,,413.6
2913.096,0,200,
2913.230,,,413.6
2913.295,0,200,
2913.430,,,413.6
2913.476,0,200,
2913.529,,,413.6
2913.588,0,200,
2913.729,,,413.6
2913.790,0,200,
2913.827,,,413.6
2913.903,0,200,
2914.029,,,413.6
2914.110,0,200,
2914.228,,,413.6
2914.310,0,200,
2914.428,,,413.6
2914.508,0,200,
2914.628,,,413.6
2914.731,0,200,
2914.829,,,413.6
2914.896,0,200,
2915.029,,,413.6
2915.108,0,200,
2915.228,,,413.6
2915.285,0,200,
2915.328,,,413.6
2915.385,0,200,
2915.429,,,413.6
2915.478,0,200,
2915.528,,,413.6
2915.592,0,200,
2915.731,,,413.6
2915.771,0,200,
2915.828,,,413.6
2915.895,0,200,
2916.028,,,413.6
2916.094,0,200,
2916.229,,,413.6
2916.277,0,200,
2916.328,,,413.6
2916.399,0,200,
2916.529,,,413.6
2916.589,0,200,
2916.729,,,413.6
2916.777,0,200,
2916.829,,,413.6
2916.893,0,200,
2917.040,,,413.6
2917.101,0,200,
2917.229,,,413.6
2917.300,0,200,
2917.429,,,413.6
2917.503,0,200,
2917.630,,,413.6
2917.725,0,200,
2917.829,,,413.6
2917.894,0,200,
2918.031,,,413.6
2918.101,0,200,
2918.229,,,413.6
2918.296,0,200,
2918.428,,,413.6
2918.496,0,200,
2918.629,,,413.6
2918.692,0,200,
2918.828,,,413.6
2918.886,0,200,
2918.928,,,413.6
2918.986,0,200,
2919.028,,,413.6
2919.080,0,200,
2919.128,,,413.6
2919.192,0,200,
2919.328,,,413.6
2919.393,0,200,
2919.469,,,413.6
2919.538,0,200,
2919.629,,,413.6
2919.694,0,200,
2919.832,,,413.6
2919.898,0,200,
2920.032,,,413.6
2920.083,0,200,
2920.128,,,413.6
2920.190,0,200,
2920.227,,,413.6
2920.274,0,200,
2920.328,,,413.6
2920.391,0,200,
2920.428,,,413.6
2920.491,0,200,
2920.629,,,413.6
2920.695,0,200,
2920.831,,,413.6
2920.890,0,200,
2920.929,,,413.6
2920.992,0,200,
2921.043,,,413.6
2921.104,0,200,
2921.230,,,413.6
2921.307,0,200,
2921.430,,,413.6
2921.507,0,200,
2921.565,,,413.6
2921.622,0,200,
2921.729,,,413.6
2921.838,0,200,
2921.928,,,413.6
2921.993,0,200,
2922.129,,,413.6
2922.193,0,200,
2922.263,,,413.6
2922.320,0,200,
2922.428,,,413.6
2922.480,0,200,
2922.567,,,413.6
2922.634,0,200,
2922.728,,,413.6
2922.815,0,200,
2922.929,,,413.6
2923.015,0,200,
2923.128,,,413.6
2923.220,0,200,
2923.328,,,413.6
2923.383,0,200,
2923.427,,,413.6
2923.491,0,200,
2923.630,,,413.6
2923.696,0,200,
2923.828,,,413.6
2923.893,0,200,
2924.028,,,413.6
2924.086,0,200,
2924.127,,,413.6
2924.188,0,200,
2924.228,,,413.6
2924.314,0,200,
2924.428,,,413.6
2924.506,0,200,
2924.563,,,413.6
2924.619,0,200,
2924.729,,,413.6
2924.828,0,200,
2924.928,,,413.6
2925.025,0,200,
2925.064,,,413.6
2925.106,0,200,
2925.231,,,413.6
2925.358,0,200,
2925.451,,,413.6
2925.516,0,200,
2925.630,,,413.6
2925.728,0,200,
2925.861,,,413.6
2925.928,0,200,
2926.033,,,413.6
2926.102,0,200,
2926.228,,,413.6
2926.323,0,200,
2926.433,,,413.6
2926.497,0,200,
2926.629,,,413.6
2926.693,0,200,
2926.829,,,413.6
2926.882,0,200,
2926.928,,,413.6
2926.989,0,200,
2927.067,,,413.6
2927.118,0,200,
2927.166,,,413.6
2927.228,0,200,
2927.329,,,413.6
2927.437,0,200,
2927.527,,,413.6
2927.597,0,200,
2927.729,,,413.6
2927.804,0,200,
2927.929,,,413.6
2928.012,0,200,
2928.128,,,413.6
2928.215,0,200,
2928.328,,,413.6
2928.405,0,200,
2928.467,,,413.6
2928.525,0,200,
2928.628,,,413.6
2928.681,0,200,
2928.728,,,413.6
2928.796,0,200,
2928.928,,,413.6
2928.991,0,200,
2929.128,,,413.6
2929.194,0,200,
2929.329,,,413.6
2929.402,0,200,
2929.528,,,413.6
2929.642,0,200,
2929.729,,,413.6
2929.792,0,200,
2929.929,,,413.6
2929.981,0,200,
2930.028,,,413.6
2930.092,0,200,
2930.229,,,413.6
2930.291,0,200,
2930.429,,,413.6
2930.470,0,200,
2930.530,,,413.6
2930.590,0,200,
2930.628,,,413.6
2930.688,0,200,
2930.728,,,413.6
2930.770,0,200,
2930.827,,,413.6
2930.886,0,200,
2930.928,,,413.6
2930.976,0,200,
2931.029,,,413.6
2931.081,0,200,
2931.128,,,413.6
2931.198,0,200,
2931.329,,,413.6
2931.389,0,200,
2931.428,,,413.6
2931.476,0,200,
2931.528,,,413.6
2931.588,0,200,
2931.640,,,413.6
2931.702,0,200,
2931.828,,,413.6
2931.903,0,200,
2932.028,,,413.6
2932.098,0,200,
2932.228,,,413.6
2932.284,0,200,
2932.328,,,413.6
2932.408,0,200,
2932.529,,,413.6
2932.594,0,200,
2932.728,,,413.6
2932.789,0,200,
2932.928,,,413.6
2933.000,0,200,
2933.128,,,413.6
2933.194,0,200,
2933.329,,,413.6
2933.398,0,200,
2933.528,,,413.6
2933.581,0,200,
2933.628,,,413.6
2933.694,0,200,
2933.831,,,413.6
2933.895,0,200,
2934.029,,,413.6
2934.083,0,200,
2934.127,,,413.6
2934.192,0,200,
2934.329,,,413.6
2934.390,0,200,
2934.528,,,413.6
2934.614,0,200,
2934.730,,,413.6
2934.803,0,200,
2934.928,,,413.6
2935.004,0,200,
2935.128,,,413.6
2935.195,0,200,
2935.329,,,413.6
2935.378,0,200,
2935.427,,,413.6
2935.468,0,200,
2935.528,,,413.6
2935.635,0,200,
2935.728,,,413.6
2935.823,0,200,
2935.863,,,413.6
2935.913,0,200,
2935.963,,,413.6
2936.023,0,200,
2936.129,,,413.6
2936.217,0,200,
2936.329,,,413.6
2936.405,0,200,
2936.528,,,413.6
2936.596,0,200,
2936.638,,,413.6
2936.697,0,200,
2936.827,,,413.6
2936.875,0,200,
2936.961,,,413.6
2937.025,0,200,
2937.161,,,413.6
2937.219,0,200,
2937.330,,,413.6
2937.399,0,200,
2937.529,,,413.6
2937.622,0,200,
2937.728,,,413.6
2937.828,0,200,
2937.929,,,413.6
2937.995,0,200,
2938.127,,,413.6
2938.190,0,200,
2938.368,,,413.6
2938.410,0,200,
2938.530,,,413.6
2938.635,0,200,
2938.728,,,413.6
2938.795,0,200,
2938.928,,,413.6
2938.999,0,200,
2939.128,,,413.6
2939.199,0,200,
2939.328,,,413.6
2939.408,0,200,
2939.532,,,413.6
2939.604,0,200,
2939.729,,,413.6
2939.810,0,200,
2939.928,,,413.6
2940.039,0,200,
2940.129,,,413.6
2940.204,0,200,
2940.331,,,413.6
2940.417,0,200,
2940.528,,,413.6
2940.619,0,200,
2940.729,,,413.6
2940.824,0,200,
2940.965,,,413.6
2941.015,0,200,
2941.128,,,413.6
2941.210,0,200,
2941.328,,,413.6
2941.449,0,200,
2941.529,,,413.6
2941.586,0,200,
2941.729,,,413.6
2941.793,0,200,
2941.929,,,413.6
2941.978,0,200,
2942.027,,,413.6
2942.092,0,200,
2942.229,,,413.6
2942.288,0,200,
2942.361,,,413.6
2942.454,0,200,
2942.529,,,413.6
2942.589,0,200,
2942.728,,,413.6
2942.786,0,200,
2942.930,,,413.6
2942.980,0,200,
2943.028,,,413.6
2943.085,0,200,
2943.127,,,413.6
2943.181,0,200,
2943.227,,,413.6
2943.281,0,200,
2943.328,,,413.6
2943.387,0,200,
2943.428,,,413.6
2943.473,0,200,
2943.530,,,413.6
2943.595,0,200,
2943.729,,,413.6
2943.777,0,200,
2943.828,,,413.6
2943.889,0,200,
2944.033,,,413.6
2944.092,0,200,
2944.228,,,413.6
2944.278,0,200,
2944.327,,,413.6
2944.393,0,200,
2944.529,,,413.6
2944.592,0,200,
2944.662,,,413.6
2944.748,0,200,
2944.861,,,413.6
2944.965,0,200,
2945.061,,,413.6
2945.126,0,200,
2945.228,,,413.6
2945.299,0,200,
2945.454,,,413.6
2945.523,0,200,
2945.628,,,413.6
2945.768,0,200,
2945.828,,,413.6
2945.896,0,200,
2946.029,,,413.6
2946.075,0,200,
2946.128,,,413.6
2946.168,0,200,
2946.229,,,413.6
2946.291,0,200,
2946.461,,,413.6
2946.523,0,200,
2946.628,,,413.6
2946.714,0,200,
2946.829,,,413.6
2946.906,0,200,
2947.028,,,413.6
2947.086,0,200,
2947.127,,,413.6
2947.183,0,200,
2947.228,,,413.6
2947.289,0,200,
2947.327,,,413.6
2947.392,0,200,
2947.529,,,413.6
2947.580,0,200,
2947.628,,,413.6
2947.691,0,200,
2947.828,,,413.6
2947.888,0,200,
2947.928,,,413.6
2947.990,0,200,
2948.128,,,413.6
2948.187,0,200,
2948.228,,,413.6
2948.290,0,200,
2948.327,,,413.6
2948.394,0,200,
2948.531,,,413.6
2948.615,0,200,
2948.727,,,413.6
2948.807,0,200,
2948.863,,,413.6
2948.913,0,200,
2948.964,,,413.6
2949.026,0,200,
2949.064,,,413.6
2949.108,0,200,
2949.228,,,413.6
2949.319,0,200,
2949.429,,,413.6
2949.520,0,200,
2949.629,,,413.6
2949.713,0,200,
2949.862,,,413.6
2949.903,0,200,
2949.966,,,413.6
2950.029,0,200,
2950.160,,,413.6
2950.225,0,200,
2950.263,,,413.6
2950.322,0,200,
2950.428,,,413.6
2950.539,0,200,
2950.629,,,413.6
2950.689,0,200,
2950.828,,,413.6
2950.901,0,200,
2950.962,,,413.6
2951.008,0,200,
2951.128,,,413.6
2951.195,0,200,
2951.256,,,413.6
2951.324,0,200,
2951.429,,,413.6
2951.520,0,200,
2951.628,,,413.6
2951.719,0,200,
2951.828,,,413.6
2951.971,0,200,
2952.028,,,413.6
2952.099,0,200,
2952.228,,,413.6
2952.307,0,200,
2952.429,,,413.6
2952.525,0,200,
2952.628,,,413.6
2952.709,0,200,
2952.828,,,413.6
2952.920,0,200,
2953.030,,,413.6
2953.117,0,200,
2953.228,,,413.6
2953.323,0,200,
2953.428,,,413.6
2953.468,0,200,
2953.528,,,413.6
2953.594,0,200,
2953.729,,,413.6
2953.793,0,200,
2953.929,,,413.6
2953.975,0,200,
2954.027,,,413.6
2954.095,0,200,
2954.230,,,413.6
2954.293,0,200,
2954.428,,,413.6
2954.468,0,200,
2954.530,,,413.6
2954.597,0,200,
2954.729,,,413.6
2954.788,0,200,
2954.828,,,413.6
2954.895,0,200,
2955.028,,,413.6
2955.094,0,200,
2955.229,,,413.6
2955.299,0,200,
2955.428,,,413.6
2955.500,0,200,
2955.660,,,413.6
2955.700,0,200,
2955.767,,,413.6
2955.829,0,200,
2955.962,,,413.6
2956.023,0,200,
2956.128,,,413.6
2956.253,0,200,
2956.328,,,413.6
2956.404,0,200,
2956.528,,,413.6
2956.645,0,200,
2956.728,,,413.6
2956.768,0,200,
2956.829,,,413.6
2956.890,0,200,
2957.028,,,413.6
2957.100,0,200,
2957.228,,,413.6
2957.278,0,200,
2957.328,,,413.6
2957.376,0,200,
2957.427,,,413.6
2957.488,0,200,
2957.527,,,413.6
2957.581,0,200,
2957.628,,,413.6
2957.694,0,200,
2957.828,,,413.6
2957.891,0,200,
2958.029,,,413.6
2958.095,0,200,
2958.228,,,413.6
2958.278,0,200,
2958.328,,,413.6
2958.408,0,200,
2958.529,,,413.6
2958.598,0,200,
2958.729,,,413.6
2958.805,0,200,
2958.928,,,413.6
2958.998,0,200,
2959.129,,,413.6
2959.193,0,200,
2959.262,,,413.6
2959.312,0,200,
2959.428,,,413.6
2959.515,0,200,
2959.564,,,413.6
2959.624,0,200,
2959.729,,,413.6
2959.807,0,200,
2959.928,,,413.6
2960.000,0,200,
2960.130,,,413.6
2960.200,0,200,
2960.329,,,413.6
2960.391,0,200,
2960.429,,,413.6
2960.478,0,200,
2960.528,,,413.6
2960.568,0,200,
2960.628,,,413.6
2960.689,0,200,
2960.728,,,413.6
2960.799,0,200,
2960.928,,,413.6
2960.995,0,200,
2961.128,,,413.6
2961.192,0,200,
2961.328,,,413.6
2961.403,0,200,
2961.530,,,413.6
2961.581,0,200,
2961.628,,,413.6
2961.688,0,200,
2961.764,,,413.6
2961.831,0,200,
2961.963,,,413.6
2962.037,0,200,
2962.138,,,413.6
2962.231,0,200,
2962.328,,,413.6
2962.406,0,200,
2962.528,,,413.6
2962.594,0,200,
2962.728,,,413.6
2962.825,0,200,
2962.928,,,413.6
2962.990,0,200,
2963.029,,,413.6
2963.088,0,200,
2963.230,,,413.6
2963.319,0,200,
2963.428,,,413.6
2963.531,0,200,
2963.661,,,413.6
2963.732,0,200,
2963.828,,,413.6
2963.880,0,200,
2963.928,,,413.6
2963.968,0,200,
2964.028,,,413.6
2964.111,0,200,
2964.229,,,413.6
2964.318,0,200,
2964.428,,,413.6
2964.521,0,200,
2964.628,,,413.6
2964.726,0,200,
2964.830,,,413.6
2964.888,0,200,
2964.927,,,413.6
2964.988,0,200,
2965.028,,,413.6
2965.103,0,200,
2965.262,,,413.6
2965.319,0,200,
2965.428,,,413.6
2965.530,0,200,
2965.628,,,413.6
2965.721,0,200,
2965.828,,,413.6
2965.924,0,200,
2966.029,,,413.6
2966.099,0,200,
2966.228,,,413.6
2966.302,0,200,
2966.428,,,413.6
2966.508,0,200,
2966.628,,,413.6
2966.710,0,200,
2966.829,,,413.6
2966.909,0,200,
2967.028,,,413.6
2967.126,0,200,
2967.228,,,413.6
2967.292,0,200,
2967.428,,,413.6
2967.487,0,200,
2967.527,,,413.6
2967.593,0,200,
2967.731,,,413.6
2967.797,0,200,
2967.927,,,413.6
2967.976,0,200,
2968.028,,,413.6
2968.091,0,200,
2968.232,,,413.6
2968.288,0,200,
2968.328,,,413.6
2968.415,0,200,
2968.530,,,413.6
2968.609,0,200,
2968.728,,,413.6
2968.812,0,200,
2968.962,,,413.6
2969.012,0,200,
2969.066,,,413.6
2969.104,0,200,
2969.264,,,413.6
2969.319,0,200,
2969.367,,,413.6
2969.440,0,200,
2969.528,,,413.6
2969.587,0,200,
2969.661,,,413.6
2969.703,0,200,
2969.828,,,413.6
2969.940,0,200,
2970.029,,,413.6
2970.091,0,200,
2970.228,,,413.6
2970.282,0,200,
2970.328,,,413.6
2970.391,0,200,
2970.528,,,413.6
2970.586,0,200,
2970.627,,,413.6
2970.691,0,200,
2970.727,,,413.6
2970.793,0,200,
2970.928,,,413.6
2970.986,0,200,
2971.027,,,413.6
2971.090,0,200,
2971.265,,,413.6
2971.317,0,200,
2971.366,,,413.6
2971.405,0,200,
2971.527,,,413.6
2971.881,0,200,
2971.927,,,413.6
2972.232,0,200,
2972.328,,,413.6
2972.454,0,200,
2972.529,,,413.6
2973.033,0,200,
2992.296,,,332.5
2992.385,191,,
2992.499,,,332.5
2992.565,216,,
2992.696,,,332.5
2992.762,241,,
2992.896,,,332.5
2992.967,266,,
2993.031,,,332.5
2993.096,291,,
2993.196,,,332.5
2993.262,316,,
2993.396,,,332.5
2993.467,321,,
2993.597,,,332.5
2993.665,326,,
2993.796,,,332.5
2993.840,331,,
2993.896,,,332.5
2993.956,336,,
2994.096,,,332.5
2994.157,336,,
2994.196,,,332.5
2994.253,336,,
2994.295,,,332.5
2994.339,336,,
2994.397,,,332.5
2994.442,336,,
2994.495,,,332.5
2994.571,336,,
2994.611,,,332.5
2994.677,336,,
2994.797,,,332.5
2994.870,336,,
2994.996,,,332.5
2995.109,336,,
2995.196,,,332.5
2995.261,336,,
2995.396,,,332.5
2995.465,336,,
2995.796,,,413.6
2995.918,0,200,
2995.996,,,413.6
2996.035,0,200,
2996.096,,,413.6
2996.148,0,200,
2996.195,,,413.6
2996.253,0,200,
2996.307,,,413.6
2996.379,0,200,
2996.498,,,413.6
2996.578,0,200,
2996.695,,,413.6
2996.785,0,200,
2996.896,,,413.6
2996.984,0,200,
2997.095,,,413.6
2997.189,0,200,
2997.296,,,413.6
2997.397,0,200,
2997.502,,,413.6
2997.563,0,200,
2997.729,,,413.6
2997.796,0,200,
2997.897,,,413.6
2997.954,0,200,
2998.031,,,413.6
2998.099,0,200,
2998.195,,,413.6
2998.264,0,200,
2998.396,,,413.6
2998.482,0,200,
2998.532,,,413.6
2998.592,0,200,
2998.696,,,413.6
2998.757,0,200,
2998.796,,,413.6
2998.856,0,200,
2998.896,,,413.6
2998.944,0,200,
2998.995,,,413.6
2999.060,0,200,
2999.196,,,413.6
2999.253,0,200,
2999.295,,,413.6
2999.354,0,200,
2999.395,,,413.6
2999.445,0,200,
2999.496,,,413.6
2999.561,0,200,
2999.728,,,413.6
2999.788,0,200,
2999.835,,,413.6
2999.902,0,200,
2999.996,,,413.6
3000.060,0,200,
3000.198,,,413.6
3000.265,0,200,
3000.397,,,413.6
3000.460,0,200,
3000.598,,,413.6
3000.662,0,200,
3000.796,,,413.6
3000.861,0,200,
3000.996,,,413.6
3001.043,0,200,
3001.096,,,413.6
3001.141,0,200,
3001.195,,,413.6
3001.236,0,200,
3001.295,,,413.6
3001.362,0,200,
3001.498,,,413.6
3001.537,0,200,
3001.596,,,413.6
3001.650,0,200,
3001.695,,,413.6
3001.742,0,200,
3001.795,,,413.6
3001.856,0,200,
3001.896,,,413.6
3001.953,0,200,
3001.996,,,413.6
3002.045,0,200,
3002.095,,,413.6
3002.151,0,200,
3002.196,,,413.6
3002.245,0,200,
3002.296,,,413.6
3002.356,0,200,
3002.399,,,413.6
3002.449,0,200,
3002.498,,,413.6
3002.556,0,200,
3002.696,,,413.6
3002.758,0,200,
3002.895,,,413.6
3002.959,0,200,
3002.996,,,413.6
3003.036,0,200,
3003.129,,,413.6
3003.197,0,200,
3003.330,,,413.6
3003.400,0,200,
3003.497,,,413.6
3003.539,0,200,
3003.632,,,413.6
3003.696,0,200,
3003.798,,,413.6
3003.863,0,200,
3004.028,,,413.6
3004.081,0,200,
3004.130,,,413.6
3004.188,0,200,
3004.297,,,413.6
3004.386,0,200,
3004.497,,,413.6
3004.566,0,200,
3004.697,,,413.6
3004.763,0,200,
3004.831,,,413.6
3004.893,0,200,
3004.935,,,413.6
3005.001,0,200,
3005.095,,,413.6
3005.162,0,200,
3005.239,,,413.6
3005.298,0,200,
3005.396,,,413.6
3005.464,0,200,
3005.596,,,413.6
3005.659,0,200,
3005.796,,,413.6
3005.838,0,200,
3005.895,,,413.6
3005.956,0,200,
3005.995,,,413.6
3006.103,0,200,
3006.196,,,413.6
3006.264,0,200,
3006.397,,,413.6
3006.479,0,200,
3006.596,,,413.6
3006.666,0,200,
3006.799,,,413.6
3006.876,0,200,
3006.996,,,413.6
3007.127,0,200,
3007.198,,,413.6
3007.265,0,200,
3007.396,,,413.6
3007.467,0,200,
3007.596,,,413.6
3007.692,0,200,
3007.796,,,413.6
3007.900,0,200,
3007.996,,,413.6
3008.091,0,200,
3008.196,,,413.6
3008.284,0,200,
3008.397,,,413.6
3008.483,0,200,
3008.596,,,413.6
3008.666,0,200,
3008.796,,,413.6
3008.866,0,200,
3008.931,,,413.6
3008.995,0,200,
3009.098,,,413.6
3009.144,0,200,
3009.196,,,413.6
3009.257,0,200,
3009.296,,,413.6
3009.353,0,200,
3009.396,,,413.6
3009.459,0,200,
3009.596,,,413.6
3009.651,0,200,
3009.695,,,413.6
3009.752,0,200,
3009.795,,,413.6
3009.859,0,200,
3009.931,,,413.6
3009.992,0,200,
3010.096,,,413.6
3010.185,0,200,
3010.295,,,413.6
3010.387,0,200,
3010.496,,,413.6
3010.578,0,200,
3010.697,,,413.6
3010.770,0,200,
3010.895,,,413.6
3010.964,0,200,
3011.096,,,413.6
3011.163,0,200,
3011.296,,,413.6
3011.352,0,200,
3011.394,,,413.6
3011.446,0,200,
3011.496,,,413.6
3011.557,0,200,
3011.596,,,413.6
3011.656,0,200,
3011.696,,,413.6
3011.754,0,200,
3011.797,,,413.6
3011.863,0,200,
3011.995,,,413.6
3012.067,0,200,
3012.196,,,413.6
3012.255,0,200,
3012.296,,,413.6
3012.356,0,200,
3012.397,,,413.6
3012.434,0,200,
3012.497,,,413.6
3012.559,0,200,
3012.696,,,413.6
3012.757,0,200,
3012.931,,,413.6
3012.984,0,200,
3013.035,,,413.6
3013.108,0,200,
3013.231,,,413.6
3013.314,0,200,
3013.430,,,413.6
3013.518,0,200,
3013.634,,,413.6
3013.721,0,200,
3013.796,,,413.6
3013.861,0,200,
3013.999,,,413.6
3014.067,0,200,
3014.196,,,413.6
3014.241,0,200,
3014.295,,,413.6
3014.357,0,200,
3014.534,,,413.6
3014.602,0,200,
3014.696,,,413.6
3014.739,0,200,
3014.795,,,413.6
3014.860,0,200,
3014.996,,,413.6
3015.060,0,200,
3015.196,,,413.6
3015.242,0,200,
3015.295,,,413.6
3015.368,0,200,
3015.496,,,413.6
3015.573,0,200,
3015.696,,,413.6
3015.760,0,200,
3015.895,,,413.6
3015.975,0,200,
3016.097,,,413.6
3016.209,0,200,
3016.296,,,413.6
3016.359,0,200,
3016.501,,,413.6
3016.569,0,200,
3016.696,,,413.6
3016.777,0,200,
3016.896,,,413.6
3016.988,0,200,
3017.096,,,413.6
3017.186,0,200,
3017.296,,,413.6
3017.392,0,200,
3017.496,,,413.6
3017.552,0,200,
3017.595,,,413.6
3017.652,0,200,
3017.696,,,413.6
3017.738,0,200,
3017.796,,,413.6
3017.861,0,200,
3017.930,,,413.6
3017.989,0,200,
3018.128,,,413.6
3018.194,0,200,
3018.233,,,413.6
3018.289,0,200,
3018.396,,,413.6
3018.509,0,200,
3018.596,,,413.6
3018.662,0,200,
3018.796,,,413.6
3018.867,0,200,
3018.996,,,413.6
3019.071,0,200,
3019.196,,,413.6
3019.269,0,200,
3019.396,,,413.6
3019.498,0,200,
3019.595,,,413.6
3019.652,0,200,
3019.695,,,413.6
3019.750,0,200,
3019.795,,,413.6
3019.859,0,200,
3019.996,,,413.6
3020.036,0,200,
3020.096,,,413.6
3020.160,0,200,
3020.298,,,413.6
3020.363,0,200,
3020.499,,,413.6
3020.571,0,200,
3020.698,,,413.6
3020.804,0,200,
3020.931,,,413.6
3020.997,0,200,
3021.095,,,413.6
3021.160,0,200,
3021.298,,,413.6
3021.344,0,200,
3021.396,,,413.6
3021.459,0,200,
3021.596,,,413.6
3021.665,0,200,
3021.796,,,413.6
3021.846,0,200,
3021.899,,,413.6
3021.940,0,200,
3021.995,,,413.6
3022.042,0,200,
3022.096,,,413.6
3022.156,0,200,
3022.195,,,413.6
3022.252,0,200,
3022.295,,,413.6
3022.334,0,200,
3022.396,,,413.6
3022.445,0,200,
3022.496,,,413.6
3022.556,0,200,
3022.596,,,413.6
3022.657,0,200,
3022.796,,,413.6
3022.857,0,200,
3022.897,,,413.6
3022.964,0,200,
3023.096,,,413.6
3023.163,0,200,
3023.296,,,413.6
3023.351,0,200,
3023.395,,,413.6
3023.448,0,200,
3023.497,,,413.6
3023.559,0,200,
3023.696,,,413.6
3023.758,0,200,
3023.897,,,413.6
3023.961,0,200,
3024.096,,,413.6
3024.164,0,200,
3024.296,,,413.6
3024.362,0,200,
3024.496,,,413.6
3024.593,0,200,
3024.696,,,413.6
3024.759,0,200,
3024.895,,,413.6
3024.957,0,200,
3025.096,,,413.6
3025.154,0,200,
3025.300,,,413.6
3025.353,0,200,
3025.395,,,413.6
3025.451,0,200,
3025.496,,,413.6
3025.562,0,200,
3025.696,,,413.6
3025.763,0,200,
3025.897,,,413.6
3025.959,0,200,
